income_regularity,avg_monthly_income,income_growth_trend,avg_monthly_spend,discretionary_spending_ratio,savings_rate,rent_ratio,emi_ratio,commitment_fulfillment_rate,missed_commitments_count,spending_volatility,net_cashflow_stability,target
0.6643663331329814,26290.05140696608,-0.0014185873647865992,24490.939891283524,0.5273257477502925,0.06843316841920835,0.16148560693351766,0.041586319010246904,0.8482792784584859,1,0.25331445896000804,1.2069162697178573,1
0.7543590949725173,44361.12703608433,0.017628049415378835,38100.78397288507,0.4057631599220545,0.14112227261735166,0.21519951406635723,0.016049462426605498,0.8320057861032294,0,0.4123080399340639,1.123242831039756,1
0.8449850596431114,34921.10098686732,0.02557633650866799,30922.674000455692,0.45519354928327266,0.11449888100364602,0.20625810537646627,0.03997695174990349,0.8859605987775397,0,0.5350852026234625,1.1275893060935398,1
0.604388179389578,45089.44390947229,0.029981158831225485,38570.52267818226,0.5827715066715766,0.14457754778209972,0.20540170191076187,0.19657644925172985,0.8972725012805192,1,0.1741802709973074,1.2789013048180748,1
0.8238689014380984,37281.43065353362,0.06776008210948524,35143.06161964233,0.6745980210796279,0.05735748324048317,0.1587761474478886,0.2584434433903819,0.9256399351258655,2,0.31821348710111763,1.327181715012875,1
0.9689519087319047,65930.25689074968,0.048958496721140395,46503.129959098,0.3540301598579991,0.2946617812189564,0.20710283912504523,0.19008973117983402,0.9677608307065779,0,0.054200106522192475,1.8371395785831408,2
0.878121899624788,70860.79334803221,0.06840027611084504,45563.61213699889,0.131618042185259,0.35699827811391305,0.17708360376956658,0.020054165945302814,0.995627888593933,0,0.10768819147723532,1.6915859558996025,2
0.3026043627678926,24545.991745146694,0.0064272546894481725,26417.711252082237,0.6843328094402412,-0.07625357029241348,0.22210651073028873,0.0247143756063835,0.764146154794082,4,0.31452500658498717,0.8115102506366861,0
0.7676594365816114,30436.242266675905,0.006521439561925753,25451.790027173392,0.4481687133424529,0.16376700500113636,0.22666174641293146,0.01766889762831455,0.8130597054969451,1,0.3624606644894278,1.160194333148634,1
0.9760609983345572,65159.58205423086,0.025922287312540305,33709.72974791589,0.28138743166067615,0.48265890165071895,0.21686630898116874,0.16626441459566482,0.983831397140315,0,0.07065936421984592,1.8305471011342445,2
0.6878284802054639,52181.5757881267,0.004567225452147706,49096.032259121086,0.4701070106914138,0.05913089979371014,0.24626521402274273,0.19547817423413807,0.9058002825216952,2,0.28135400569838076,1.2437068566844478,1
0.6742427393378926,31662.601543212444,-0.02390509309913218,25663.975247657032,0.6913221994797465,0.18945462479981684,0.20172964958900733,0.26881700624939536,0.911089129921428,0,0.21770513741376424,1.3019012735926732,1
0.9019749656525271,76253.94347681443,0.07218198930953437,43794.36475985531,0.3335738362405648,0.4256773779421478,0.18934667187402793,0.25371756987363664,0.9950627398551466,0,0.0688586812723383,1.7748255580892092,2
