income_regularity,avg_monthly_income,income_growth_trend,avg_monthly_spend,discretionary_spending_ratio,savings_rate,rent_ratio,emi_ratio,commitment_fulfillment_rate,missed_commitments_count,spending_volatility,net_cashflow_stability,target
0.6196486922789988,37720.243929694494,-0.0028173661986737736,31683.466139557164,0.6141783844555917,0.16004079404653587,0.15266002304630052,0.053616310790146546,0.9338110057602169,1,0.35091626800766723,1.1499304100692043,1
0.7177568107330685,38449.158749621725,0.03457700018561131,32899.752428306405,0.6175227731532705,0.1443310205420273,0.21829937462355692,0.0682321767943733,0.8018125618271643,2,0.3532237736851517,1.1229254186261317,1
0.3645402189641612,16215.068379059549,0.08612417053435444,16215.860319671554,0.6847768254060356,-4.88397947817909e-05,0.21538773180971338,0.28735587832704823,0.5558750553377648,4,0.5803685684372205,0.5824054544517406,0
0.6265916851306745,36469.44796479922,0.06717019629123559,30212.2706733085,0.42971668926909123,0.1715731287605512,0.225553353433934,0.0331418778164232,0.9283454936292468,0,0.3929479062093539,1.1162924125363674,1
0.9871683598402087,66828.75767798656,0.03851582059156432,47922.782641806836,0.24611466300490434,0.28290178798890603,0.15000674976465744,0.26659672871414053,0.9787799673433678,0,0.08271381632549848,1.815759896604616,2
0.3023024428676631,19174.229384858125,-0.07833460979696333,19584.90295820331,0.502820280960213,-0.02141799626479353,0.16319053932554448,0.17264120029692598,0.5624796438003623,3,0.9072635147636093,0.45341510492597475,0
0.9013215462320106,75702.5816742311,0.062143020815586134,45202.38692458566,0.175579241404691,0.4028950410290644,0.2402912835353918,0.22991572502476718,0.9870729734421276,0,0.019733735932314103,1.8518505891615242,2
0.7232514765013915,40412.59672762132,0.06890590400528153,36400.42113009357,0.6286421063677118,0.09928032154354224,0.19116247843941261,0.1428762507644776,0.8143200951191071,3,0.35134324114993293,1.1378097916204426,1
0.7701540768444857,30753.388876469337,0.027427654483116688,25171.713656888664,0.6717534947285939,0.18149789091541196,0.24115586810070963,0.23492785372826722,0.9186515567213412,1,0.3234285146102156,1.2760837589049714,1
0.6523972345899197,36030.15551609577,-0.0006468478491678878,29397.336482895902,0.6117538762132447,0.18409076891818538,0.1883154558835268,0.09608550036573295,0.8223723205368072,2,0.32864700864335183,1.1099784559275658,1
0.8479183873834337,40644.766592238,0.024553878466175013,35013.02916009434,0.6118577044894464,0.13855996489395916,0.22977779628049183,0.1128104128783633,0.9066078609904117,3,0.4556656567654577,1.2053085406112187,1
0.9185762541330428,69122.35968701476,0.06493083305974551,55267.508616251536,0.1833949685507426,0.20043949792075708,0.21576225939020222,0.24645094317058774,0.9949563550503305,0,0.0,1.9228501815392163,2
0.798119211927593,35482.51906284237,0.0047704498477299535,29546.555817662378,0.5501289209557794,0.16729261061388934,0.18947820662702183,0.16710777376294475,0.8132956354797852,0,0.2766529081506696,1.2622184441201307,1
0.8948182808004536,59534.45926340151,0.051453848433517524,44141.08494641475,0.3113385713103747,0.25856242766699256,0.2187498086697512,0.01700269960094175,0.9824683340568907,0,0.09097807323246504,1.7207372548699549,2
0.8664668862187257,70319.31334438254,0.04221068149204596,39113.79512232505,0.3326251706110619,0.443768813117262,0.17618596195155384,0.13471048987925704,0.9616475630811816,0,0.05217757053824123,1.7374581063961816,2
0.6379178432648098,49330.71769249002,0.052976850361710445,44187.80056399495,0.6905972133366328,0.10425384768480708,0.17323216651867163,0.02811314401282582,0.9177119969184125,0,0.3909129352599552,1.1184235912598528,1
0.6657588555724466,47338.387972874494,-0.03284522193343972,44099.05382488018,0.6915276927763648,0.06842932948731786,0.23101532098961716,0.2644414169680323,0.8254541462741465,1,0.20866836055285187,1.2337652333056057,1
0.8323609974350609,46177.82481132471,0.05859659362759488,40836.30908078144,0.4226653799832887,0.11567274449084294,0.21212319904757898,0.07431176639722739,0.8765675352014366,1,0.36771939985331886,1.2494730518699753,1
0.9854902891741726,71494.57304264276,0.02685149407180477,54838.2691696206,0.13951737920831614,0.23297298192252372,0.19373299335910749,0.061279080630862126,0.9921534636362531,0,0.06353173246820268,1.8595061082200035,2
0.9782954982320595,69349.30466559937,0.05898515512157747,42343.83770355742,0.3707294947826857,0.38941222399073266,0.18115762672580013,0.27352953188201,0.9956544089025969,0,0.0794472096360763,1.8286673859670746,2
0.7006602712716119,44377.43584762908,-0.0468914984450247,37937.60633793418,0.6378210982807707,0.14511495282887002,0.21336387354152386,0.2069267284616837,0.8636268486810498,0,0.44372505864688877,1.0835076322764448,1
0.6577587000554409,40454.59249719445,0.021381074303379963,37235.24112107838,0.5660571862487042,0.07957937967955875,0.16889655747315985,0.1045136832876477,0.9125735365206551,0,0.3166586499155859,1.1926646566114716,1
0.9918653943518045,66352.54944619296,0.06472205746595332,47408.83224213138,0.21588459598288468,0.285500969626247,0.24615792611591886,0.1298417623651463,0.9577784030382684,0,0.04518854503732514,1.865351286757978,2
0.9376261276272586,76853.04190745052,0.0786262522580274,52835.35780718352,0.15680673656151997,0.3125144236865737,0.20417304293339414,0.29193056478932583,0.9700558102827396,0,0.014808433241689081,1.879844387788666,2
0.9571612893780684,81147.32321456168,0.05438340427380866,53208.72440472611,0.15429193460976035,0.34429476787500557,0.22675048387476743,0.29015226428841245,0.9958041992790687,0,0.046898166686225685,1.8654779908908528,2
0.6902046461358325,24468.655464906857,0.00842982208634392,22198.086669880828,0.6937453485127363,0.09279499636923229,0.18766631390025657,0.18493489414509715,0.9191269947317946,1,0.1390497876108271,1.4128720784393654,1
0.6194559047240076,43340.707053142316,0.018453190450320525,38932.97919744848,0.5695469717733423,0.10169949120325351,0.23349206432512698,0.0664599016607439,0.9203530936041172,3,0.39153183002721514,1.1065567923789497,1
0.5584888721343328,27854.43236997513,0.03950022865571719,30306.232335910237,0.6062670223206409,-0.08802189660048322,0.1538316566041331,0.08751579716321223,0.7298563050360212,3,0.7280674221859343,0.7455410365532209,0
0.5728012721372422,27956.54405592337,0.016149025654891184,28974.916856142816,0.589504210267868,-0.03642699176916597,0.23790789882621566,0.053484968464796424,0.7881931037244643,4,0.802273651438036,0.7551541214486311,0
0.7844314836587115,42436.29918812766,0.008679614507602051,40124.57427344705,0.415483654921212,0.05447517712212186,0.15159758288433822,0.1857395610141342,0.8723729421945781,0,0.2245406430966599,1.3530007641588004,1
0.9340139376512813,69895.5792518755,0.06191926617662183,51027.44939202323,0.2987527408006545,0.26994739956098135,0.15338204431729832,0.11254496874883034,0.982332156445201,0,0.0827296524083733,1.7699211338988003,2
0.7269393039647543,32632.914956653363,0.018436132303824276,26190.867018244902,0.54840860648751,0.19740951572868987,0.22677187648213534,0.21785298767167574,0.9026809610757629,1,0.40023442202797754,1.16381960006405,1
0.8801909557776726,63298.24324348037,0.039176130348987565,39340.68192855946,0.35067887194042724,0.37848698616747956,0.24761552901252815,0.18216378080980972,0.9510310900371444,0,0.17044276540839365,1.5645549700807992,2
0.8717506114512634,75970.23491831287,0.04084822189480998,46419.179200577055,0.3613805568461266,0.3889820236769129,0.2154093998463491,0.08691766697834609,0.9893043114591725,0,0.1190720762659519,1.66303401039215,2
0.8468236787490653,45506.884873580784,0.040860994561295716,36745.56450983417,0.5560307927887744,0.19252735905975038,0.19960014300716653,0.06384396778846992,0.8861661474809599,1,0.2516769550046612,1.3845344194449691,1
0.9509202540574146,63161.34945356883,0.043419114095152304,44470.50510786043,0.3713810120552331,0.29592218195794584,0.1724426881208838,0.20533533130510512,0.9628973318789125,0,0.012714969853993535,1.8897889760751228,2
0.8712676765596759,64263.74004412674,0.06374082183777277,44587.983049714996,0.2807388426913988,0.30617198720306926,0.16410300752847615,0.28186213530918547,0.9660587390272628,0,0.09433913511876155,1.678936955304578,2
0.40376078755672895,19691.639498265653,0.04348391205050639,20669.426698062045,0.45148250492424286,-0.049654941117651084,0.16117122821024185,0.0457731575534426,0.5278235982136181,3,0.5718618662231181,0.5926630105282503,0
